"precinct","oblast","places","noplaces","type","size","ukrainian","district14par","registered14par","voted14parl","oppblock14par","porosh14par","r14parl","turnout14parl","registered14pres","voted14pres","turnout14pres","r14pres","Poroshenko","district","registered12","voted12","turnout12","r12","roads","rlon","rlat","quality.ent","quality","quality.UKR","distrussia","Raion","dist_regional","distkiev","donetsk","qualityq"
590483,"Сумська","С. БІЛОВОД",4,"village",2,97.82,161,860,550,0.00181818181818182,0.378181818181818,2.90909090909091,0.63953488372093,848,626,0.738207547169811,2.07667731629393,336,161,851,580,0.681551116333725,17.7586206896552,12.4756567719286,33.45765,50.667112,0.00651452243747255,17.4020895905028,0.83808024974936,4.47853990176083,"Romens",4.91402864241003,5.34225539393418,431.884990668382,0.0158305585010426
590484,"Сумська","С. МОСКАЛІВКА",1,"village",1,91.72,161,120,95,0,0.157894736842105,7.36842105263158,0.791666666666667,123,106,0.861788617886179,9.43396226415094,61,161,121,95,0.785123966942149,28.4210526315789,5.55035763933383,33.382003,50.659477,0.00611919207298812,15.9745393372351,0.729453599623874,4.52568925868253,"Romens",4.96820611163449,5.31605241717735,435.366811621386,0.0140772280457779
590485,"Сумська","С. БОБРИК",4,"village",3,99.41,161,1512,886,0.018058690744921,0.261851015801354,4.06320541760722,0.585978835978836,1508,1048,0.694960212201592,3.33969465648855,655,161,1511,949,0.628060886829914,17.0706006322445,15.0640296747684,33.508339,50.678711,0.00557235611364042,15.0341396900694,0.86964069713937,4.44004365219281,"Romens",4.87514470090006,5.3597633618542,430.05696443656,0.0130282840300723
590486,"Сумська","С. ВАСИЛІВКА",3,"village",1,94.57,161,500,336,0.00892857142857143,0.354166666666667,5.65476190476191,0.672,493,371,0.752535496957404,3.50404312668464,230,161,489,322,0.658486707566462,27.639751552795,13.8763068407395,33.463774,50.513603,0.00700400506163101,17.8764175774669,0.574187706535641,4.61763563912045,"Romens",4.93541459312146,5.33991819137632,420.481701981544,0.0164594066243041
590487,"Сумська","С. ВЕЛИКІ БУБНИ",2,"village",2,97.36,161,1040,616,0.00487012987012987,0.266233766233766,1.94805194805195,0.592307692307692,1039,762,0.73339749759384,3.41207349081365,485,161,1047,666,0.636103151862464,15.1651651651652,12.3120277546429,33.263663,50.849462,0.00350336187338683,15.1353084123796,0.236192130233411,4.44369094603944,"Romens",5.03405345875478,5.29066299940025,455.588084184783,0.0131373219778432
590488,"Сумська","С. МАТЛАХОВЕ",1,"village",1,98.86,161,116,78,0.0128205128205128,0.128205128205128,15.3846153846154,0.672413793103448,113,84,0.743362831858407,13.0952380952381,30,161,111,83,0.747747747747748,63.855421686747,15.3308514478097,33.192512,50.828841,0.00840581383083545,24.0049471041808,0.571027852695105,4.50579855351267,"Talala‹vs",5.07986493643195,5.26322403924771,457.816352850744,0.027154360816958
590489,"Сумська","С. ПОСАД",1,"village",1,96.26,161,204,127,0,0.31496062992126,1.5748031496063,0.622549019607843,198,141,0.712121212121212,4.25531914893617,70,161,216,144,0.666666666666667,36.1111111111111,3.60124373385708,33.230044,50.879425,0.0101292730508594,25.7131320045259,0.506255905955346,4.44659585679101,"Talala‹vs",5.05516936951506,5.28257701086726,459.576568207042,0.0311861438616179
590490,"Сумська","С. ВОЛОШНІВКА",1,"village",1,98.21,161,404,304,0.0131578947368421,0.296052631578947,6.57894736842105,0.752475247524752,398,319,0.801507537688442,4.07523510971787,145,161,417,303,0.726618705035971,25.7425742574257,17.0978167122744,33.184639,50.601989,0.00241659689707486,6.22647711820078,0.250388927348669,4.6706601004298,"Romens",5.10118748264,5.24246079311891,442.030133599409,0.00628845565324043
590491,"Сумська","С. ГАЛКА",2,"village",1,100,161,284,184,0.0217391304347826,0.228260869565217,5.97826086956522,0.647887323943662,286,203,0.70979020979021,2.46305418719212,116,161,297,207,0.696969696969697,30.4347826086957,19.7897797263195,33.235749,50.912375,0.00343061284235713,10.9814471386703,0.474607015439739,4.42102208303331,"Romens",5.0513664009352,5.28886224755732,461.740353275864,0.00932383166939444
590492,"Сумська","С. ГЛИНСЬК",2,"village",2,95.45,161,888,503,0.00596421471172962,0.314115308151093,4.7713717693837,0.566441441441441,894,619,0.692393736017897,4.20032310177706,388,161,894,554,0.619686800894855,27.6173285198556,13.7058184760846,33.310503,50.613659,0.00678701014822164,17.4153811271824,0.604602746074209,4.60055279556166,"Romens",5.02149537073832,5.28884425343083,435.944621409631,0.0158478537567279
590493,"Сумська","С. ЧЕБЕРЯКИ",1,"village",1,97.98,161,156,120,0,0.241666666666667,2.5,0.769230769230769,155,120,0.774193548387097,4.16666666666667,48,161,163,132,0.809815950920245,30.3030303030303,14.5854072152082,33.281058,50.58295,0.00275971985998606,8.79508946148871,0.497505396302784,4.63910572427499,"Romens",5.04433562812686,5.27717341689195,435.387441574397,0.00778054020873516
590494,"Сумська","С. ГРИШИНЕ",1,"village",1,96.63,161,376,206,0.0145631067961165,0.247572815533981,7.76699029126214,0.547872340425532,370,268,0.724324324324324,5.97014925373134,141,161,394,269,0.682741116751269,26.7657992565056,9.39175449298211,33.267891,50.773753,0.00367436632973476,11.7744448480216,0.680858695222466,4.49707100886279,"Romens",5.03439110684111,5.28431408704889,449.781842171494,0.00995555473569556
590495,"Сумська","С. НЕНАДІЇВКА",2,"village",1,NA,161,212,117,0.00854700854700855,0.239316239316239,11.1111111111111,0.55188679245283,210,138,0.657142857142857,4.34782608695652,66,161,218,142,0.651376146788991,23.943661971831,15.7225965194619,33.329207,50.784384,0.00650724679862653,19.961642540092,0.793473914552153,4.45006787090935,"Romens",4.99319082202909,5.30667648574092,447.319864427615,0.0195277224142177
590496,"Сумська","С. КОРОЛІВЩИНА",3,"village",1,98.18,161,116,79,0.0379746835443038,0.189873417721519,5.06329113924051,0.681034482758621,112,88,0.785714285714286,6.81818181818182,40,161,117,83,0.709401709401709,26.5060240963855,19.1553537824341,33.197313,50.796078,0.00734679875823246,20.903316385797,0.467766856213446,4.52491846620006,"Talala‹vs",5.07809077637859,5.26135549540828,455.167093479711,0.0210909689027759
590497,"Сумська","С. ДІБРОВА",1,"village",1,100,161,240,142,0.0211267605633803,0.28169014084507,11.9718309859155,0.591666666666667,238,160,0.672268907563025,6.25,106,161,252,152,0.603174603174603,30.9210526315789,10.6376948226535,33.406845,50.938089,0.0111654765371057,29.1706100691866,0.524097828259905,4.26706111673821,"Romens",4.93561490204095,5.34940355748768,454.906333353437,0.0411903264509777
590498,"Сумська","С. ХРЕЩАТИК",1,"village",1,96.91,161,144,84,0.0238095238095238,0.273809523809524,13.0952380952381,0.583333333333333,140,97,0.692857142857143,5.15463917525773,59,161,143,97,0.678321678321678,36.0824742268041,11.9980393995786,33.324611,50.931937,0.010579421901677,28.1559058828887,0.579004051950134,4.33935235740728,"Romens",4.99293850574526,5.32157881755407,458.63056825332,0.0379721463831662
590499,"Сумська","С. ВОЛОДИМИРІВКА",2,"village",1,97.47,161,124,84,0.0119047619047619,0.226190476190476,10.7142857142857,0.67741935483871,121,87,0.71900826446281,13.7931034482759,36,161,126,96,0.761904761904762,41.6666666666667,13.3637485041766,33.376176,50.95467,0.0144402947012987,32.8127192441733,0.56188474681194,4.28029762824077,"Romens",4.95772635254104,5.34157433495615,457.738825220245,0.05501993851852
590500,"Сумська","С. ДЗЕРКАЛЬКА",1,"village",1,98.56,161,232,155,0.0129032258064516,0.245161290322581,3.87096774193548,0.668103448275862,231,168,0.727272727272727,6.54761904761905,88,161,236,137,0.580508474576271,28.4671532846715,26.1745815350894,33.441024,50.950809,0.0137689737013676,32.2940077346124,0.546211492003157,4.22718165498894,"Konotops",4.91100685905162,5.3620142728522,454.15981482883,0.0528116053106137
590501,"Сумська","С. КОСАРІВЩИНА",1,"village",1,98.31,161,64,42,0.0238095238095238,0.261904761904762,14.2857142857143,0.65625,61,37,0.60655737704918,13.5135135135135,15,161,64,47,0.734375,61.7021276595745,11.1533035086867,33.284614,50.957991,0.00684336029664537,20.8155245441168,0.311964613721195,4.35408513705987,"Konotops",5.02013755025595,5.3117917991801,462.663692203139,0.0209401965263636
590502,"Сумська","С. ДОВГОПОЛІВКА",1,"village",1,95.9,161,224,142,0.0211267605633803,0.190140845070423,5.63380281690141,0.633928571428571,221,175,0.791855203619909,4.57142857142857,83,161,224,161,0.71875,26.0869565217391,11.6007701576439,33.357932,50.761846,0.00689815221745937,20.8591451429931,0.845976341610434,4.45085002036254,"Romens",4.97503221973532,5.31460764451538,444.139671536659,0.0210149775783198
590503,"Сумська","С. ЛЕВЧЕНКИ",2,"village",1,99.46,161,132,85,0.0117647058823529,0.294117647058824,8.23529411764706,0.643939393939394,130,96,0.738461538461539,3.125,61,161,134,93,0.694029850746269,30.1075268817204,7.14783572735739,33.373354,50.741631,0.00604903648477041,19.4426876494795,0.859287615891597,4.45894663379095,"Romens",4.96591117126122,5.31829798438509,441.833437110279,0.0187153488281709
590504,"Сумська","С. МОСКІВЩИНА",2,"village",2,97.3,161,1000,655,0.00610687022900763,0.262595419847328,3.66412213740458,0.655,992,747,0.753024193548387,2.27576974564926,504,161,987,623,0.631205673758865,14.446227929374,15.6280274852194,33.428837,50.761327,0.00883772165633213,23.539274851683,0.943763994873378,4.4072257472798,"Romens",4.9251241351546,5.33861341430192,440.374921921928,0.0261461483292868
590505,"Сумська","С. ЗАРУДДЯ",4,"village",1,100,161,356,224,0.0223214285714286,0.223214285714286,4.01785714285714,0.629213483146067,358,259,0.723463687150838,4.24710424710425,164,161,358,252,0.70391061452514,30.952380952381,12.8941087298286,33.729414,50.699819,0.00890434043237701,23.8093322767254,0.615882090068156,4.29833048793393,"Romens",4.69016994361858,5.43132835461814,420.160135176385,0.0267263179700167
590506,"Сумська","С. КОРЖІ",3,"village",2,97.47,161,564,305,0.00327868852459016,0.278688524590164,5.24590163934426,0.540780141843972,558,371,0.664874551971326,5.66037735849057,198,161,577,342,0.592720970537262,34.7953216374269,19.0550564051198,33.396557,50.705651,0.00234326075198245,6.06043676696685,0.681829562299221,4.47716164610576,"Romens",4.95302876846019,5.3237262444561,437.95788237928,0.00620243519800213
590507,"Сумська","С. ЯРМОЛИНЦІ",1,"village",1,98.17,161,268,163,0,0.337423312883436,6.74846625766871,0.608208955223881,753,624,0.828685258964143,3.84615384615385,379,161,240,138,0.575,28.9855072463768,11.8205643627132,33.340225,50.701403,0.00135571065612293,1.01467650473028,0.387134337699011,4.51273022484863,"Romens",4.9920630339176,5.30399828030336,440.64830103961,0.00407913665176973
590508,"Сумська","С. ПІСКИ",1,"village",1,99.42,161,80,58,0,0.241379310344828,6.89655172413793,0.725,78,55,0.705128205128205,5.45454545454545,21,161,79,54,0.683544303797468,38.8888888888889,7.89926787582145,33.474342,50.690477,0.00569029315946491,16.6521624667736,0.895894860032058,4.4471636972384,"Romens",4.89893046581911,5.34909848345351,432.721601006978,0.0148842505053054
590509,"Сумська","С. МАЛІ БУБНИ",1,"village",1,96.87,161,264,167,0.0239520958083832,0.137724550898204,5.38922155688623,0.632575757575758,261,191,0.731800766283525,5.23560209424084,97,161,268,170,0.634328358208955,18.2352941176471,7.22498493001153,33.2794,50.726854,0.00843215489725657,21.7900227980373,0.728898445739743,4.52652530225949,"Romens",5.03006505518089,5.28442242845461,445.750600446474,0.0226745470984363
590510,"Сумська","С. БАЦМАНИ",1,"village",1,97.71,161,408,198,0.0404040404040404,0.217171717171717,16.1616161616162,0.485294117647059,402,246,0.611940298507463,10.5691056910569,115,161,400,225,0.5625,37.3333333333333,7.90010693553558,33.293628,50.758138,0.0022313390938447,6.14149222291661,0.476245843456626,4.49339129916947,"Romens",5.01852927013825,5.29198455100452,447.271568402711,0.00624428048507611
590511,"Сумська","С. МИКОЛАЇВКА",2,"village",2,99.24,161,516,270,0.0222222222222222,0.340740740740741,3.33333333333333,0.523255813953488,517,320,0.618955512572534,1.25,182,161,513,318,0.619883040935672,29.874213836478,15.2542705907209,33.435341,50.812545,0.00151001397148367,-0.628120227307264,0.876256033992701,4.35517388226442,"Romens",4.91711336706998,5.34511455429209,443.877621456052,0.0035582791403663
590512,"Сумська","С. ЖИТНЕ",2,"village",2,97.81,161,548,345,0.0260869565217391,0.228985507246377,5.21739130434783,0.62956204379562,540,405,0.75,3.20987654320988,227,161,560,383,0.683928571428571,20.88772845953,16.1119735025386,33.422609,50.789069,0.0034084249954378,10.4273531867586,0.907261786893432,4.38546511336749,"Romens",4.92768639149422,5.33879940165803,442.774208724107,0.00890615513702193
590513,"Сумська","С. КАЛИНІВКА",1,"village",1,96.99,161,360,259,0.00772200772200772,0.312741312741313,8.49420849420849,0.719444444444444,354,273,0.771186440677966,6.22710622710623,165,161,360,262,0.727777777777778,27.0992366412214,18.0016399205995,33.405704,50.82342,0.00223556006592815,4.19533669892086,0.832374453635052,4.36575850141127,"Romens",4.9380247078947,5.33628010744499,446.233518309481,0.00531295854205905
590514,"Сумська","С. НОВА ГРЕБЛЯ",2,"village",1,100,161,244,168,0.00595238095238095,0.279761904761905,1.78571428571429,0.688524590163934,243,156,0.641975308641975,1.28205128205128,94,161,248,173,0.69758064516129,27.1676300578035,11.8588929803382,33.206181,50.55082,0.00433933988501605,14.9343461150023,0.344097061560089,4.697744375064,"Romens",5.09462816733757,5.2488437424408,437.293265134474,0.012921603248102
590515,"Сумська","С. ГОЛІНКА",1,"village",1,99.26,161,240,157,0,0.280254777070064,5.73248407643312,0.654166666666667,242,158,0.652892561983471,6.9620253164557,93,161,245,164,0.669387755102041,41.4634146341463,3.33597333536935,33.220889,50.525879,0.00706839320997678,18.6815544739348,0.670280887676271,4.70956904334698,"Romens",5.08930462660237,5.2538375801504,434.758867736802,0.0175835137523848
590517,"Сумська","С. ПЕРЕКОПІВКА",3,"village",2,94.71,161,1056,622,0.00803858520900321,0.213826366559486,3.53697749196141,0.589015151515151,1052,704,0.669201520912547,3.69318181818182,425,161,630,387,0.614285714285714,20.4134366925065,17.986010789587,33.418169,50.61444,0.00627520298113579,19.1562928856765,0.7033399765581,4.54708957197478,"Romens",4.94929051570212,5.32652609834313,430.166171274126,0.0182813171028854
590518,"Сумська","С. ПЕРЕХРЕСТІВКА",1,"village",2,96.73,161,1100,694,0.0172910662824208,0.278097982708934,6.62824207492795,0.630909090909091,1083,746,0.688827331486611,5.76407506702413,451,161,1098,665,0.605646630236794,27.3684210526316,15.5859251650218,33.596513,50.674828,0.0081742153528438,22.0136425866888,0.785331079334263,4.39711020505093,"Romens",4.80724920877608,5.38832887666386,425.139228717215,0.0230919104998295
590519,"Сумська","С. БОЙКОВЕ",4,"village",1,100,161,376,225,0.00888888888888889,0.297777777777778,3.11111111111111,0.598404255319149,367,246,0.670299727520436,5.69105691056911,100,161,377,268,0.710875331564987,33.5820895522388,7.99564286597582,33.666841,50.647707,0.00903859045062552,22.9371862709158,0.64862445157086,4.39252774678082,"Romens",4.75423754427683,5.40958111419205,419.4335143958,0.0248964564993059
590520,"Сумська","С. ЛЕВОНДІВКА",2,"village",1,97.81,161,160,132,0.0151515151515152,0.174242424242424,3.78787878787879,0.825,164,125,0.76219512195122,7.2,54,161,164,126,0.768292682926829,26.984126984127,7.61215147597157,33.570122,50.645407,0.0079949289035653,20.9743033739771,0.759762957100867,4.44211675115915,"Romens",4.83284596166583,5.37850367368297,424.330977477175,0.0212136570939133
590521,"Сумська","С. ПЛАВИНИЩЕ",1,"village",2,97.45,161,940,506,0.0158102766798419,0.298418972332016,4.54545454545455,0.538297872340426,932,648,0.695278969957081,2.31481481481481,400,161,938,534,0.569296375266525,22.0973782771536,16.0039324279087,33.52862,50.774893,0.00415555498918652,13.064195437567,0.949211577528978,4.32994122934069,"Romens",4.84922000370607,5.37253465208663,436.206331205627,0.0110746706265094
590522,"Сумська","С. БОРОЗЕНКА",1,"village",1,97.82,161,284,161,0,0.254658385093168,6.83229813664596,0.566901408450704,283,202,0.713780918727915,4.45544554455446,102,161,279,183,0.655913978494624,27.8688524590164,15.7520173604365,33.488824,50.804323,0.00232377048055115,6.33102894636155,0.751955107796453,4.3265453839887,"Romens",4.87775195610689,5.36197035117796,440.491108863523,0.00634322794362355
590523,"Сумська","С. ЗАГРЕБЕЛЛЯ",3,"village",1,97.89,161,164,112,0.00892857142857143,0.258928571428571,3.57142857142857,0.682926829268293,164,117,0.713414634146341,3.41880341880342,78,161,183,130,0.710382513661202,24.6153846153846,10.5037828164967,33.555816,50.806064,0.0116391855557851,27.9372824322869,0.874779162111215,4.27860716667927,"Romens",4.82545740639837,5.38374097642307,437.182327271252,0.0373110845759053
590524,"Сумська","С. ПОГОЖА КРИНИЦЯ",4,"village",1,98.29,161,468,290,0.00689655172413793,0.175862068965517,3.44827586206897,0.61965811965812,455,305,0.67032967032967,1.63934426229508,186,161,457,334,0.730853391684901,29.6407185628743,13.0904749998103,33.670962,50.704836,0.0086867568474219,23.6515015832184,0.735779846830325,4.32302748700921,"Romens",4.74079173348581,5.41343553746935,423.544193134685,0.0263857438391142
590525,"Сумська","С. ПУСТОВІЙТІВКА",3,"village",2,97.28,161,920,524,0.0133587786259542,0.25381679389313,3.43511450381679,0.569565217391304,905,619,0.683977900552486,1.93861066235864,435,161,927,541,0.583603020496224,17.9297597042514,26.7445404988856,33.575384,50.779612,0.00554981847048238,17.4941050470276,0.891179103810751,4.29405807742226,"Romens",4.81170192044323,5.38791985336861,434.158109786526,0.0159506729388418
590526,"Сумська","С. ВОВКІВЦІ",1,"village",1,98.17,161,276,158,0.0126582278481013,0.316455696202532,8.22784810126582,0.572463768115942,275,180,0.654545454545455,5.55555555555556,102,161,293,168,0.573378839590444,21.4285714285714,15.3585963454421,33.628869,50.792664,0.004158633745248,16.4262360567572,0.809023193756855,4.24328683948645,"Romens",4.76633308490046,5.40579314012508,432.427064858325,0.0146102409977594
590527,"Сумська","С. ГЕРАСИМІВКА",1,"village",2,97.95,161,976,599,0.011686143572621,0.295492487479132,4.00667779632721,0.613729508196721,962,726,0.754677754677755,3.16804407713499,473,161,960,597,0.621875,13.0653266331658,15.6005325436312,33.533308,50.753721,0.00649046317329151,21.8335142623292,0.96381778431703,4.34893293759733,"Romens",4.84743411101414,5.37251181265879,434.362239650652,0.0227551381373381
590528,"Сумська","С. ЗІНОВЕ",2,"village",1,37.06,161,220,157,0,0.331210191082803,2.54777070063694,0.713636363636364,221,172,0.778280542986425,2.32558139534884,108,161,229,176,0.768558951965066,23.8636363636364,17.613872432715,33.673197,50.781219,0.00668170497858912,20.7459720032206,0.758422010022241,4.22773886733407,"Romens",4.72914844101017,5.41876612485998,429.292855260977,0.0208214973388984
590529,"Сумська","С. РІПКИ",2,"village",1,94.92,161,376,217,0.00921658986175115,0.262672811059908,5.99078341013825,0.577127659574468,373,241,0.646112600536193,4.5643153526971,120,161,383,233,0.608355091383812,38.6266094420601,16.3056060417787,33.321626,50.808452,0.00647717351844137,19.3788830233894,0.754328475767256,4.43551660119145,"Romens",4.99708114768278,5.30633938762444,449.501865754504,0.0186177859563911
590530,"Сумська","С. МОКІЇВКА",1,"village",1,96.91,161,236,150,0.0133333333333333,0.313333333333333,4,0.635593220338983,236,191,0.809322033898305,5.23560209424084,119,161,252,181,0.718253968253968,38.121546961326,12.2338300463046,33.303141,50.837746,0.00867195386130055,24.0424846800281,0.430098245713773,4.42508494868872,"Romens",5.00836257528424,5.30300165473329,452.649229528094,0.027237259023917
590531,"Сумська","С. АВРАМЕНКОВЕ",2,"village",2,99.32,161,1008,541,0.0258780036968577,0.290203327171904,8.31792975970425,0.536706349206349,1008,591,0.586309523809524,5.75296108291032,345,161,938,516,0.550106609808102,31.9767441860465,26.3394075124694,33.35324,50.859308,0.0039011117094759,12.8979287149726,0.72465089299988,4.37265699519512,"Romens",4.97374317709182,5.32239335322359,451.656065620977,0.0109236945894785
590532,"Сумська","С. ВЕДМЕЖЕ",1,"village",1,98.34,161,324,206,0.0194174757281553,0.257281553398058,7.76699029126214,0.635802469135803,324,205,0.632716049382716,5.85365853658537,99,161,340,207,0.608823529411765,24.6376811594203,6.43604451679299,33.289772,50.88974,0.00683840741537286,21.4902121794037,0.648506120952627,4.3961799515508,"Romens",5.01624282452569,5.30444801600371,457.236400370831,0.0221265258965231
590534,"Сумська","С. СМІЛЕ",1,"village",2,95.65,161,684,423,0.00472813238770686,0.271867612293144,3.3096926713948,0.618421052631579,686,508,0.740524781341108,1.18110236220472,342,161,714,421,0.589635854341737,19.0023752969121,24.3777518004653,33.593456,50.929672,0.011643054295504,30.7664092992882,0.553119555396111,4.11100375658448,"Romens",4.79152058403597,5.40736364322199,444.87782917972,0.0467848328316856
590535,"Сумська","С. СМІЛЕ",1,"village",2,95.65,161,672,372,0.00806451612903226,0.231182795698925,4.83870967741935,0.553571428571429,660,433,0.656060606060606,5.08083140877598,273,161,708,416,0.587570621468927,24.2788461538462,20.6505310116812,33.576231,50.925146,0.00884216467718226,27.8318790412617,0.322971159002513,4.13152960311408,"Romens",4.80565376173932,5.40155615571007,445.37967649364,0.0369963371043803
590536,"Сумська","С. СУЛИМИ",1,"village",1,99.18,161,284,182,0.021978021978022,0.274725274725275,11.5384615384615,0.640845070422535,283,198,0.699646643109541,8.08080808080808,109,161,302,206,0.682119205298013,37.8640776699029,10.620707291277,33.489375,50.952003,0.0118946409159476,30.9861711465101,0.530355504673231,4.18298657177396,"Konotops",4.87479621877628,5.37751961596109,451.821922405766,0.0476097538611635
590537,"Сумська","С. КОНОВАЛИ",1,"village",1,90,161,176,127,0.031496062992126,0.362204724409449,9.44881889763779,0.721590909090909,174,140,0.804597701149425,12.8571428571429,74,161,180,124,0.688888888888889,41.9354838709677,4.50367680202943,33.505039,50.975921,0.0141858085862605,34.071627290174,0.519722015350422,4.14678225441802,"Konotops",4.86357230047485,5.38539995284381,452.910116391236,0.06074614163941
590538,"Сумська","С. ХМЕЛІВ",1,"village",2,93.47,161,652,359,0.0222841225626741,0.222841225626741,6.4066852367688,0.550613496932515,641,452,0.705148205928237,4.64601769911504,248,161,658,410,0.623100303951368,27.5609756097561,29.0422465724995,33.486209,50.884288,0.0131103439960115,31.2787231944606,0.713644725284609,4.24940128467715,"Romens",4.87679900820419,5.36878980179998,446.735104831065,0.0487293652698783
590539,"Сумська","С. ХМЕЛІВ",1,"village",1,93.47,161,376,238,0.0168067226890756,0.172268907563025,5.88235294117647,0.632978723404255,375,259,0.690666666666667,4.24710424710425,136,161,378,237,0.626984126984127,28.6919831223629,22.7653017276973,33.476316,50.900268,0.0083678910414965,22.4089221103299,0.447344909304333,4.24214045028406,"Romens",4.88416833241283,5.367346097015,448.468437466974,0.0238480784983787
590540,"Сумська","С. ХОМИНЦІ",1,"village",1,98.12,161,324,189,0.0158730158730159,0.211640211640212,6.87830687830688,0.583333333333333,317,230,0.725552050473186,3.91304347826087,130,161,338,242,0.715976331360947,31.8181818181818,9.35593040496953,33.220373,50.635265,0.00705569313381701,18.8623786658028,0.483668672877702,4.62867603165771,"Romens",5.07584588596052,5.25722964966561,442.395093621195,0.0178461628034238
590541,"Сумська","С. ДУБИНА",2,"village",1,98.84,161,232,126,0.0396825396825397,0.206349206349206,16.6666666666667,0.543103448275862,226,144,0.63716814159292,7.63888888888889,58,161,235,150,0.638297872340426,44,3.62390133270596,33.180369,50.701229,0.00624165826298109,18.1782818340392,0.334529858180694,4.60137759415972,"Talala‹vs",5.09427381945524,5.24665610248989,449.247999243361,0.0168723317245228
590542,"Сумська","С. ЯРОШІВКА",1,"village",1,73.68,161,384,275,0.0145454545454545,0.210909090909091,10.5454545454545,0.716145833333333,378,298,0.788359788359788,4.36241610738255,168,161,389,296,0.760925449871465,29.7297297297297,10.596157119867,33.167978,50.572837,0.0067750422219001,17.7924826499969,0.464096025035325,4.69935966137281,"Romens",5.11449112139402,5.23514476905584,440.935423460051,0.0163463669436018
590827,"Сумська"," РОМНИ",1,"city",3,93.98,161,1656,890,0.0337078651685393,0.247191011235955,8.08988764044944,0.53743961352657,1639,1062,0.647956070774863,5.64971751412429,681,161,1670,901,0.539520958083832,19.7558268590455,20.8397583969879,33.480236,50.754955,0.0103932696733772,25.4249964255371,0.997415350696384,4.38109977343024,"Romens",4.8878545208746,5.35522928249058,437.213397921639,0.0304675887442052
590828,"Сумська"," РОМНИ",1,"city",3,93.98,161,1708,947,0.0263991552270327,0.220696937697994,9.29250263991552,0.554449648711944,1686,1103,0.654211150652432,6.16500453309157,691,161,1680,984,0.585714285714286,20.7317073170732,27.3868869794842,33.483455,50.751036,0.0101351664389796,24.9485721920688,0.997996621433613,4.38290627124416,"Romens",4.88578744878743,5.35600698814598,436.751744273315,0.0293145207217908
590829,"Сумська"," РОМНИ",1,"city",3,93.98,161,1768,974,0.0318275154004107,0.291581108829569,8.52156057494867,0.550904977375566,1742,1137,0.652698048220436,6.59630606860158,729,161,1712,931,0.543808411214953,22.6638023630505,23.0021442033209,33.489202,50.751504,0.00813772460332506,21.2181753662931,0.997387087924099,4.37884974519809,"Romens",4.88142582406945,5.35793495391978,436.48729001303,0.0216404882560238
590830,"Сумська"," РОМНИ",1,"city",3,93.98,161,1724,964,0.0176348547717842,0.269709543568465,6.01659751037344,0.559164733178654,1704,1146,0.672535211267606,4.71204188481675,760,161,1734,996,0.57439446366782,17.9718875502008,21.5475945279168,33.493392,50.748551,0.00677970024011429,20.2647349294973,0.997071928601111,4.37915234675301,"Romens",4.87853426919457,5.35910355125852,436.047405714089,0.0200180682259618
590831,"Сумська"," РОМНИ",1,"city",3,93.98,161,1816,1016,0.0285433070866142,0.235236220472441,7.7755905511811,0.559471365638767,1805,1154,0.639335180055402,4.76603119584055,767,161,1783,1031,0.578238923163208,19.0106692531523,23.7199258417389,33.48907,50.745029,0.00860175569308121,23.3651365782676,0.996523601038759,4.3853144243296,"Romens",4.88211889059254,5.35743199080359,436.008685673403,0.0257785623754277
590832,"Сумська"," РОМНИ",1,"city",3,93.98,161,1756,998,0.0190380761523046,0.254509018036072,7.11422845691383,0.568337129840547,1736,1183,0.681451612903226,4.73372781065089,812,161,1742,1009,0.579219288174512,20.6144697720515,26.1574666031008,33.486577,50.745008,0.00945242662796537,23.8164190850263,0.995187212965731,4.38687639222485,"Romens",4.88399461807607,5.35660833641565,436.137190956796,0.0267417100828908
590833,"Сумська"," РОМНИ",1,"city",3,93.98,161,1600,903,0.0287929125138427,0.244739756367663,8.19490586932447,0.564375,1590,1084,0.681761006289308,3.96678966789668,717,161,1658,988,0.595898673100121,21.3562753036437,25.3128180587001,33.478336,50.749412,0.0112487636340741,26.0883677032966,0.99507577404239,4.38768778366298,"Romens",4.88976427237481,5.35419962279044,436.897099134271,0.0321465307324184
590834,"Сумська"," РОМНИ",1,"city",3,93.98,161,1548,860,0.0255813953488372,0.206976744186047,7.2093023255814,0.555555555555556,1553,1040,0.669671603348358,3.84615384615385,682,161,1572,880,0.559796437659033,15.9090909090909,20.1480506346629,33.477522,50.740384,0.0107846724403331,24.9052919497389,0.987161211558419,4.39696796057704,"Romens",4.89120229158698,5.35329231298576,436.264201018764,0.0292118930908997
590835,"Сумська"," РОМНИ",1,"city",3,93.98,161,1528,906,0.0176600441501104,0.226269315673289,4.52538631346578,0.592931937172775,1517,1056,0.696110744891233,2.65151515151515,728,161,1531,909,0.593729588504246,14.0814081408141,18.8813866219578,33.4841,50.740519,0.00842703020101281,22.7783534043216,0.991483336809101,4.39280527833126,"Romens",4.88627510672492,5.35547757905054,435.93050187556,0.0245766058567222
590836,"Сумська"," РОМНИ",1,"city",2,93.98,161,1484,782,0.0127877237851662,0.276214833759591,4.21994884910486,0.526954177897574,1473,942,0.639511201629328,3.29087048832272,657,161,1500,716,0.477333333333333,18.4357541899441,21.5616289371402,33.484149,50.7422,0.00921917268914252,23.2997902788356,0.99266060725407,4.3911284349937,"Romens",4.88607900428878,5.35561042118142,436.053716641123,0.0256419260202825
